Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes
Mushroom Chicken Pasta,https://thecozycook.com/mushroom-chicken-pasta/,The Cozy Cook,80,Entree,Italian,5.0 (12 ratings),"Juicy chicken, savory mushrooms, spinach, cream sauce"
Steak Pasta,https://thecozycook.com/steak-pasta/,The Cozy Cook,80,Entree,Italian,5.0 (4 ratings),"Fettuccine alfredo; spinach, mushrooms, steak"
Ground Beef Pasta,https://thecozycook.com/ground-beef-pasta/,The Cozy Cook,80,Entree,Italian,4.99 (148 ratings),30 min; creamy cheesy Italian sauce
Harissa Glazed Salmon,https://feelgoodfoodie.net/recipe/harissa-glazed-salmon/,Feel Good Foodie,80,Entree,Middle Eastern,5.0 (18 ratings),5 ingredients; pan-seared 10 min; sweet heat
Baked Feta Salmon,https://feelgoodfoodie.net/recipe/baked-feta-salmon/,Feel Good Foodie,80,Entree,Mediterranean,5.0 (349 ratings),"20 min; tomatoes, olives, feta, herbs; one-pan; 40g protein"
Sheet Pan Lemon Garlic Parmesan Salmon,https://feelgoodfoodie.net/recipe/sheet-pan-lemon-garlic-parmesan-salmon/,Feel Good Foodie,80,Entree,Mediterranean,4.98 (186 ratings),Sheet pan with green beans and potatoes; full meal
Grilled Salmon with Simple Marinade,https://feelgoodfoodie.net/recipe/grilled-salmon/,Feel Good Foodie,80,Entree,American,5.0 (5 ratings),Lemon-Dijon-honey-soy marinade; 7 min grill; skin-on
Panko Crusted Salmon with Asparagus,https://feelgoodfoodie.net/recipe/panko-crusted-salmon-with-asparagus/,Feel Good Foodie,80,Entree,American,5.0 (58 ratings),15 min bake; built-in side; crispy
Chicken Marbella,https://www.panningtheglobe.com/chicken-marbella/,Panning the Globe,81,Entree,Mediterranean,5.0 (18 reviews),"Silver Palate classic; capers, prunes, olives; dinner party"
One Pot Coconut Lime Chicken and Rice,https://www.panningtheglobe.com/one-pot-coconut-lime-chicken-and-rice/,Panning the Globe,81,Entree,Asian,5.0 (3 reviews),Turmeric-spiced coconut milk rice; chicken thighs; one pot
Beef Bourguignon,https://www.panningtheglobe.com/beef-bourguignon-recipe/,Panning the Globe,81,Entree,French,5.0 (1 review),Julia Child-inspired; tender stew; dinner party classic
Jollof Rice with Chicken,https://www.panningtheglobe.com/jollof-rice-with-chicken/,Panning the Globe,81,Entree,Other,4.6 (5 reviews),Ghanaian one-pot; tomato-based curry
Ottolenghi's Roast Chicken with Za'atar and Sumac,https://www.panningtheglobe.com/ottolenghis-roast-chicken-zaatar-sumac/,Panning the Globe,81,Entree,Middle Eastern,4.8 (38 reviews),"Za'atar, sumac; onions, lemons; global flavors"
Dal Makhani,https://www.cookwithmanali.com/dal-makhani/,Cook With Manali,81,Entree,Indian,5.0 (173 ratings),"Creamy black lentil dal; butter, cream; vegetarian"
Palak Paneer,https://www.cookwithmanali.com/palak-paneer/,Cook With Manali,81,Entree,Indian,4.94 (222 ratings),Spinach-based curry; paneer; popular Indian vegetarian
Pav Bhaji,https://www.cookwithmanali.com/pav-bhaji/,Cook With Manali,81,Entree,Indian,4.89 (53 ratings),Spiced mashed vegetable curry; street food classic
Paneer Tikka Masala,https://www.cookwithmanali.com/paneer-tikka-masala/,Cook With Manali,81,Entree,Indian,4.86 (61 ratings),Smoky marinated paneer in rich tomato masala; vegetarian
Bhindi Masala,https://www.cookwithmanali.com/bhindi-masala-okra-stir-fry/,Cook With Manali,81,Side Dish,Indian,4.97 (97 ratings),"Okra stir-fry with onions, tomatoes, spices; vegan; with roti"
South Indian Coconut Rice,https://www.cookwithmanali.com/south-indian-coconut-rice/,Cook With Manali,81,Side Dish,Indian,,20-minute; fragrant coconut; vegan; South Indian classic
Weeknight Creamy Tuscan Chicken Pasta,https://www.orchidsandsweettea.com/weeknight-creamy-tuscan-chicken-pasta/,Orchids + Sweet Tea,84,Entree,Italian,4.3 (48 ratings),Garlicky cream sauce; tender chicken; cozy; dairy-free option
Authentic Jerk Chicken Rasta Pasta,https://www.orchidsandsweettea.com/authentic-jerk-chicken-rasta-pasta/,Orchids + Sweet Tea,84,Entree,Latin/South American,5.0 (1 rating),"Bold, spicy jerk flavors; creamy; gluten-free option"
Creamy Jamaican Rasta Pasta,https://www.orchidsandsweettea.com/creamy-jamaican-rasta-pasta/,Orchids + Sweet Tea,84,Entree,Latin/South American,5.0 (16 ratings),One-pot; jerk spiced; cheesy; bell peppers; vegan adaptable
Spicy One-Pot Jerk Chicken and Dumplings,https://www.orchidsandsweettea.com/jerk-chicken-dumplings/,Orchids + Sweet Tea,84,Entree,Latin/South American,5.0 (7 ratings),Jamaican-inspired; hearty one-pot
Authentic Baked Jamaican Jerk Chicken,https://www.orchidsandsweettea.com/authentic-baked-jamaican-jerk-chicken/,Orchids + Sweet Tea,84,Entree,Latin/South American,5.0 (1 rating),Authentic jerk spice; baked whole chicken
Chicken Stroganoff,https://www.kitchensanctuary.com/chicken-stroganoff/,Kitchen Sanctuary,82,Entree,American,4.8 (5 ratings),20 min; Dijon-sour cream sauce; earthy mushrooms
Beef Chow Mein,https://www.kitchensanctuary.com/beef-chow-mein/,Kitchen Sanctuary,82,Entree,Asian,5.0 (6 ratings),Tender steak strips; chow mein noodles; stir-fry
Chicken à la King,https://www.kitchensanctuary.com/chicken-ala-king/,Kitchen Sanctuary,82,Entree,American,4.77 (17 ratings),30 min; creamy mushroom sherry sauce; rotisserie chicken
Chicken Stew and Dumplings,https://www.kitchensanctuary.com/chicken-stew-and-dumplings/,Kitchen Sanctuary,82,Entree,American,5.0 (18 ratings),"Fluffy muffin-style dumplings; carrots, potatoes; hearty"
Creamy Chicken Penne Pasta,https://www.twopeasandtheirpod.com/chicken-penne-pasta/,Two Peas and Their Pod,81,Entree,Italian,4.75 (113 ratings),"Creamy, cheesy; bruschetta topping; family favorite"
Chicken Parmesan Baked Pasta,https://www.twopeasandtheirpod.com/chicken-parmesan-baked-pasta/,Two Peas and Their Pod,81,Entree,Italian,4.31 (43 ratings),One-pan; chicken parm meets baked pasta
Pesto Chicken Pasta with Sun-Dried Tomatoes,https://www.twopeasandtheirpod.com/pesto-chicken-pasta-with-sun-dried-tomatoes/,Two Peas and Their Pod,81,Entree,Italian,4.78 (9 ratings),Quick weeknight; basil pesto; festive adaptable
One Pot Sausage Pasta,https://www.twopeasandtheirpod.com/one-pot-sausage-pasta/,Two Peas and Their Pod,81,Entree,Italian,4.59 (282 ratings),One-pot; easy cleanup
Broccoli Cheddar Orzo,https://www.twopeasandtheirpod.com/broccoli-cheddar-orzo/,Two Peas and Their Pod,81,Side Dish,American,4.75 (4 ratings),Cheesy; veggie-packed orzo side
Marry Me Salmon (Endless Meal),https://www.theendlessmeal.com/marry-me-salmon/,The Endless Meal,75,Entree,American,5.0 (1 rating),Creamy sun-dried tomato garlic sauce; fresh basil
Cajun Salmon with Creamy Cajun Sauce,https://www.theendlessmeal.com/cajun-salmon/,The Endless Meal,75,Entree,American,4.89 (36 ratings),Blackened sear; creamy pan sauce; bold Cajun flavor
Sheet Pan Salmon with Crispy Potatoes and Asparagus,https://www.theendlessmeal.com/sheet-pan-salmon/,The Endless Meal,75,Entree,American,4.88 (8 ratings),Full meal on one pan; easy cleanup
Slow Baked Asian Salmon,https://www.theendlessmeal.com/slow-baked-asian-salmon/,The Endless Meal,75,Entree,Asian,4.85 (39 ratings),Honey soy marinade; low-and-slow method
Creamy Smoked Salmon Pasta,https://www.theendlessmeal.com/smoked-salmon-pasta/,The Endless Meal,75,Entree,Mediterranean,4.68 (128 ratings),Ready in 20 min; elegant weeknight
Baked Salmon with Creamy Lemon Dill Sauce,https://www.theendlessmeal.com/salmon-with-lemon-dill-sauce/,The Endless Meal,75,Entree,Mediterranean,4.71 (31 ratings),20 min; elevated without effort; gluten-free
Beef and Broccoli,https://thewoksoflife.com/beef-with-broccoli-all-purpose-stir-fry-sauce/,The Woks of Life,74,Entree,Asian,4.89 (322 ratings),Chinese takeout classic; easy to make at home
Thai Basil Chicken (10-Minute),https://thewoksoflife.com/thai-basil-chicken/,The Woks of Life,74,Entree,Asian,4.95 (182 ratings),10 min; quick weeknight; cross-protein swap
Chinese Stuffed Eggplant,https://thewoksoflife.com/chinese-stuffed-eggplant/,The Woks of Life,74,Entree,Asian,4.9 (19 ratings),Dim sum-inspired; great dinner; meat filling
Butter Chicken (Chicken Makhani),https://www.indianhealthyrecipes.com/butter-chicken/,Swasthi's Recipes,70,Entree,Indian,4.99 (1684 ratings),Classic Indian; silky buttery tomato gravy; mildly spiced
Chicken Curry,https://www.indianhealthyrecipes.com/chicken-curry/,Swasthi's Recipes,70,Entree,Indian,4.98 (952 ratings),Pantry staples; full-flavored; succulent chicken
Kadai Chicken,https://www.indianhealthyrecipes.com/kadai-chicken/,Swasthi's Recipes,70,Entree,Indian,4.98 (205 ratings),Chicken Karahi; restaurant-style; bell peppers
Kerala Chicken Curry,https://www.indianhealthyrecipes.com/kerala-chicken/,Swasthi's Recipes,70,Entree,Indian,5.0 (199 ratings),Coconut milk; Nadan Kozhi Curry; South Indian traditional
Malai Chicken (Creamy White Chicken Curry),https://www.indianhealthyrecipes.com/malai-chicken-recipe/,Swasthi's Recipes,70,Entree,Indian,5.0 (56 ratings),Creamy white curry; mild; crowd-pleaser
Butter Chicken (Ministry of Curry),https://ministryofcurry.com/instant-pot-butter-chicken/,Ministry of Curry,75,Entree,Indian,4.72 (121 ratings),30-min authentic; rich creamy tomato curry
Chicken Tikka Masala,https://ministryofcurry.com/chicken-tikka-masala/,Ministry of Curry,75,Entree,Indian,5.0 (4 ratings),Restaurant-favorite; rich creamy tomato-based curry
Chicken Korma,https://ministryofcurry.com/chicken-korma/,Ministry of Curry,75,Entree,Indian,4.58 (90 ratings),Mildly spiced; Instant Pot option; under 30 min
Chicken Parmesan,https://www.cookingclassy.com/the-best-chicken-parmesan/,Cooking Classy,71,Entree,Italian,4.97 (27 ratings),THE BEST chicken parm; crispy; melty cheese
Pasta Fagioli Soup,https://www.cookingclassy.com/olive-garden-pasta-e-fagioli-soup-copycat-recipe/,Cooking Classy,71,Entree,Italian,4.96 (455 ratings),All-time site favorite; Olive Garden copycat; vegetarian adaptable
Creamy Roasted Red Pepper Pasta with Grilled Chicken,https://www.cookingclassy.com/creamy-roasted-red-pepper-pasta/,Cooking Classy,71,Entree,American,,Hearty; roasted red pepper cream; grilled chicken
Taco Pasta,https://www.cookingclassy.com/taco-pasta/,Cooking Classy,71,Entree,Latin/South American,4.67 (3 ratings),Tex-Mex; ground beef; cheesy; weeknight family favorite
Simple Baked Pasta,https://alexandracooks.com/2025/01/18/simple-baked-pasta-to-bake-now-to-bring-to-a-friend-to-save-for-later/,Alexandra Cooks,87,Entree,Italian,5.0 (30 reviews),Versatile baked pasta; assemble ahead; sausage/roasted veg options
Baked Feta with Cherry Tomatoes,https://alexandracooks.com/2021/09/29/baked-feta-with-cherry-tomatoes/,Alexandra Cooks,87,Side Dish,Mediterranean,5.0 (65 reviews),Viral recipe; serve with crusty bread or toss with pasta
Creamy One-Pot Pasta With Smoked Salmon and Asparagus,https://www.killingthyme.net/2018/07/09/creamy-one-pot-pasta-with-smoked-salmon-and-asparagus/,Killing Thyme,92,Entree,American,5.0 (15 ratings),"One-pot; bright, smoky; chic weeknight dinner"
Sheet Pan Salmon with Moroccan Apricot Glaze,https://killingthyme.net/2021/05/03/sheet-pan-salmon-with-moroccan-apricot-glaze,Killing Thyme,92,Entree,Middle Eastern,4.1 (28 ratings),Moroccan spiced; apricot glaze; roasted vegetables
Easy Miso Salmon,https://www.killingthyme.net/easy-miso-salmon/,Killing Thyme,92,Entree,Asian,5.0 (82 ratings),7 ingredients; 20 min; flavorful miso
Baked Hoisin Salmon (Sheet Pan),https://killingthyme.net/2019/10/04/baked-hoisin-salmon,Killing Thyme,92,Entree,Asian,,Hoisin glaze; sheet pan; sockeye salmon
30-Minute Spicy Arrabbiata Pasta with Pappardelle,https://www.killingthyme.net/pappardelle-pasta/,Killing Thyme,92,Entree,Italian,4.98 (71 ratings),Spicy; quick; weeknight pasta; vegetarian
Quick Bang Bang Salmon Bowls,https://dishedbykate.com/quick-bang-bang-salmon-bowls/,Dished by Kate,90,Entree,Asian,5.0 (1 review),Crispy salmon bites; sweet-spicy-creamy sauce; 20 min
Salmon Sushi Bake (No Rolling),https://dishedbykate.com/salmon-sushi-bake/,Dished by Kate,90,Entree,Asian,5.0 (3 reviews),Sushi rice + nori + flaky salmon; hands-off; 40 min
Quick Salmon Sushi Rice Bowls,https://dishedbykate.com/quick-salmon-rice-bowls/,Dished by Kate,90,Entree,Asian,,30 min; sushi-inspired toppings; grilled salmon
Spicy Maple Glazed Chicken with Cheddar Polenta,https://www.theoriginaldish.com/2025/03/28/spicy-maple-glazed-chicken-with-cheddar-polenta/,The Original Dish,90,Entree,American,,Pan-seared crispy thighs; sweet-spicy glaze; creamy polenta
Seared Salmon with Roasted Potatoes & Snap Pea Salad,https://www.theoriginaldish.com/2025/06/03/seared-salmon-with-roasted-potatoes-snap-pea-salad/,The Original Dish,90,Entree,American,,Seared salmon; roasted potatoes; spicy mayo
Green Goddess Salmon with Peach Salad,https://www.theoriginaldish.com/2021/07/27/green-goddess-salmon-with-peach-salad/,The Original Dish,90,Entree,American,,Herby green goddess yogurt sauce; fresh peach salad
Pesto Pasta Salad with Grilled Chicken & Asparagus,https://www.theoriginaldish.com/2024/06/08/pesto-pasta-salad-with-grilled-chicken-asparagus/,The Original Dish,90,Entree,Italian,,Cavatappi; fresh mozzarella; castelvetrano olives; seasonal
One-Pan Marry Me Chicken Orzo,https://kalejunkie.com/one-pan-marry-me-chicken-orzo/,Kalejunkie,90,Entree,Italian,4.76 (123 ratings),One-pan; creamy sun-dried tomato; cozy weeknight
One-Pot 30 Minute Chicken Broccoli Alfredo,https://kalejunkie.com/one-pot-chicken-broccoli-alfredo/,Kalejunkie,90,Entree,Italian,5.0 (4 ratings),One-pot; family-friendly; 30 min
Crispy Chicken Milanese,https://kalejunkie.com/my-favorite-crispy-chicken-milanese/,Kalejunkie,90,Entree,Italian,5.0 (2 ratings),Crispy breaded; pan-fried; classic Italian
Pasta with Chickpeas (Pasta e Ceci),https://kalejunkie.com/pasta-with-chickpeas-pasta-e-ceci/,Kalejunkie,90,Entree,Italian,5.0 (2 ratings),Italian classic; vegetarian; hearty one-pot
Dairy-Free Chicken Fettuccine Alfredo,https://oliviaadriance.com/dairy-free-fettuccine-alfredo/,Olivia Adriance,90,Entree,Italian,4.7 (19 ratings),Cashew-based cream sauce; dairy-free; cozy comfort
Gluten-Free Pasta Salad with Chicken & Roasted Shallot Vinaigrette,https://oliviaadriance.com/chicken-veggie-pasta-salad/,Olivia Adriance,90,Entree,American,,"Gluten-free; roasted veggies, olives; meal prep friendly"
"Rice with Lamb, Chicken & Garlic Yoghurt",https://ottolenghi.co.uk/pages/recipes/celebration-rice-lamb-chicken-garlic-yoghurt,Ottolenghi,88,Entree,Middle Eastern,3.8 (34 ratings),"Show-stopper celebration; spiced rice, lamb, chicken"
Slow-Cooked Lamb Shoulder with Fig and Pistachio Salsa,https://ottolenghi.co.uk/pages/recipes/slow-cooked-lamb-shoulder-fig-pistachio-salsa,Ottolenghi,88,Entree,Middle Eastern,4.5 (14 ratings),Special occasion centrepiece; minimal hands-on
Braised Lamb Shoulder with Fennel and Orange,https://ottolenghi.co.uk/pages/recipes/braised-lamb-shoulder-fennel-orange,Ottolenghi,88,Entree,Mediterranean,4.3 (21 ratings),Celebration centrepiece; stunning presentation
Roast Lamb Shoulder with Potatoes and Fennel,https://ottolenghi.co.uk/pages/recipes/roast-lamb-shoulder-potatoes-fennel,Ottolenghi,88,Entree,Mediterranean,4.2 (35 ratings),One-pan roast; potatoes absorb lamb juices
Couscous with Grilled Cherry Tomatoes & Fresh Herbs,https://ottolenghi.co.uk/pages/recipes/couscous-grilled-cherry-tomatoes-fresh-herbs,Ottolenghi,88,Side Dish,Middle Eastern,4.1 (42 ratings),"Pairs with roasted chicken, lamb, or grilled veg"
Crockpot Roast (Fall-Apart Easy),https://thefoodcharlatan.com/easy-pot-roast-slow-cooker/,The Food Charlatan,88,Entree,American,4.85 (65 ratings),Fall-apart tender; family-sized; slow cooker
Pork Chops in Creamy Mushroom Sauce,https://thefoodcharlatan.com/pan-seared-pork-chops-asparagus/,The Food Charlatan,88,Entree,American,4.82 (11 ratings),Creamy mushroom pan sauce; quick skillet
Double Crust Chicken Pot Pie,https://thefoodcharlatan.com/chicken-pot-pie/,The Food Charlatan,88,Entree,American,5.0 (5 ratings),Flaky double crust; comfort food classic
Salmon Puttanesca,https://whatsgabycooking.com/salmon-puttanesca/,What's Gaby Cooking,85,Entree,Mediterranean,5.0 (2 ratings),Slow-roasted salmon; garlicky tomato-olive oil; show-stopping
Broiled Miso Salmon with Sesame Ginger Noodles,https://whatsgabycooking.com/miso-salmon-with-sesame-ginger-noodles/,What's Gaby Cooking,85,Entree,Asian,4.92 (35 ratings),Miso-glazed; sesame ginger noodles side built-in
Crispy Salmon Burrito Bowls,https://whatsgabycooking.com/crispy-salmon-burrito-bowls/,What's Gaby Cooking,85,Entree,Latin/South American,4.87 (15 ratings),"Marinated, seasoned crispy salmon; weeknight bowl"
Mushroom Chicken Parmesan Pasta,https://whatsgabycooking.com/mushroom-chicken-parmesan-pasta/,What's Gaby Cooking,85,Entree,Italian,4.9 (19 ratings),Chicken parm + pasta; mushrooms for extra flavor
One Pot Chicken Parmesan Pasta,https://www.lecremedelacrumb.com/one-pot-chicken-parmesan-pasta-recipe/,Creme de la Crumb,85,Entree,Italian,4.95 (77 ratings),One-pot; 30 min; crowd favorite
Cajun Chicken Pasta Skillet,https://www.lecremedelacrumb.com/cajun-chicken-pasta-skillet/,Creme de la Crumb,85,Entree,American,5.0 (4 ratings),One-skillet; Cajun-seasoned; creamy sauce
Creamy Chicken Pesto Pasta,https://www.lecremedelacrumb.com/one-pot-creamy-pesto-chicken-pasta-2/,Creme de la Crumb,85,Entree,Italian,4.98 (102 ratings),One-pot; parmesan + pesto; juicy chicken
Kung Pao Noodles,https://www.lecremedelacrumb.com/kung-pao-noodles/,Creme de la Crumb,85,Entree,Asian,4.85 (69 ratings),Spicy Chinese-inspired noodles; quick weeknight
Creamy Sausage Pasta,https://www.lecremedelacrumb.com/creamy-sausage-pasta/,Creme de la Crumb,85,Entree,Italian,4.99 (157 ratings),Italian sausage; mushrooms; garlic parmesan cream
One-Pot Chicken with Caramelized Lemon and Dates,https://www.alisoneroman.com/newsletters/onepotchicken/,Alison Roman,85,Entree,Middle Eastern,3.8 (41 ratings),"Crispy, juicy; tangy-sweet-salty braising sauce; one-pot"
Chicken and Tomatoes Forever,https://www.alisoneroman.com/newsletters/chicken-and-tomatoes-forever/,Alison Roman,85,Entree,Mediterranean,2.8 (16 ratings),Quick sear + gentle braise; vinegar-tomato bath; spicy
Quick Lamb Ragù,https://www.alisoneroman.com/recipes/quick-lamb-ragu/,Alison Roman,85,Entree,Italian,2.8 (50 ratings),Quick weeknight ragu; lamb; pasta pairing
