Recipe Title,URL,Blogger Name,Alignment Score,Meal Type,Cuisine Style,Rating,Notes,V,V Mod,V Mod Notes,Vg,Vg Mod,Vg Mod Notes,GF,GF Mod,GF Mod Notes,DF,DF Mod,DF Mod Notes,LH,LH Mod,LH Mod Notes,LF,LF Mod,LF Mod Notes,AIP,AIP Mod,AIP Mod Notes,K,K Mod,K Mod Notes,Protein,Entree Type
Greek Baked Orzo,https://pinchofyum.com/greek-baked-orzo,Pinch of Yum,88.0,Entree,Mediterranean,4.8 (90 ratings),"Red peppers, kale, chickpeas or chicken; feta, dill",,,,,,,,,,,1,Replace butter with olive oil. omit or replace cheese with a dairy-free alternative.,,,,,,,,,,,,,Chicken,Pasta
Chicken Zucchini Pasta,https://pinchofyum.com/chicken-zucchini-pasta,Pinch of Yum,88.0,Entree,Italian,4.0 (3 ratings),5-ingredient; 30 min; bowties + tomato sauce,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Honey Garlic Salmon,https://www.recipetineats.com/honey-garlic-salmon-5-ingredients-15-minutes/,RecipeTin Eats,88.0,Entree,Asian,4.97 (155 ratings),"5 ingredients, 15 min; addictive sauce; dinner party worthy",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Garlic Butter Salmon,https://www.recipetineats.com/garlic-butter-salmon-recipe/,RecipeTin Eats,88.0,Entree,American,5.0 (84 ratings),Pan-seared; garlic butter baste; luxurious,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Salmon with Herb & Garlic Cream Sauce,https://www.recipetineats.com/creamy-herb-garlic-salmon-sauce/,RecipeTin Eats,88.0,Entree,Mediterranean,5.0 (48 ratings),"Tarragon, chervil; quick creamy sauce; elegant",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Lemon Garlic Salmon Tray Bake,https://www.recipetineats.com/lemon-garlic-salmon-tray-bake-easy-healthy/,RecipeTin Eats,88.0,Entree,Mediterranean,4.93 (82 ratings),11 min; parmesan asparagus + cherry tomatoes,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Sheet Pan
Beef Chow Mein,https://www.recipetineats.com/beef-chow-mein-noodles/,RecipeTin Eats,88.0,Entree,Asian,4.96 (66 ratings),Ground beef; economical; hidden vegetables; one-pot,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Noodles
Chicken Shawarma Sheet Pan Dinner,https://www.skinnytaste.com/chicken-shawarma-sheet-pan-dinner/,Skinnytaste,88.0,Entree,Middle Eastern,4.99 (120 ratings),Chicken thighs + chickpeas + veg; one sheet pan,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Chicken Lo Mein,https://www.skinnytaste.com/chicken-lo-mein/,Skinnytaste,88.0,Entree,Asian,4.75 (51 ratings),30 min; protein-packed; fresh veggies,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Noodles
Chicken Taco Bowls,https://www.skinnytaste.com/chicken-taco-bowls/,Skinnytaste,88.0,Entree,Latin/South American,5.0 (2 ratings),"High-protein, high-fiber; easy meal prep",0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Tacos/Wraps
Beef and Cabbage Stir Fry,https://www.skinnytaste.com/beef-and-cabbage-stir-fry/,Skinnytaste,88.0,Entree,Asian,4.63 (8 ratings),Easy weeknight dinner; budget-friendly,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Stir-Fry
Chicken Egg Roll Bowl,https://www.skinnytaste.com/chicken-egg-roll-bowl/,Skinnytaste,88.0,Entree,Asian,4.83 (64 ratings),Ground chicken; high-protein; meal prep friendly,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Bowl
Best Baked Salmon,https://downshiftology.com/recipes/best-baked-salmon/,Downshiftology,86.0,Entree,American,4.97 (155 ratings),20 min; lemon garlic butter; reader favorite; gluten-free,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Perfect Miso Salmon,https://downshiftology.com/recipes/miso-salmon/,Downshiftology,86.0,Entree,Asian,4.91 (21 ratings),7-min broil; umami packed; caramelized glaze,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Air Fryer Salmon,https://downshiftology.com/recipes/air-fryer-salmon/,Downshiftology,86.0,Entree,American,5.0 (131 ratings),Under 15 min; Dijon mustard topping; crispy exterior,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Greek Sheet Pan Chicken Dinner,https://downshiftology.com/recipes/greek-sheet-pan-chicken/,Downshiftology,86.0,Entree,Mediterranean,4.96 (766 ratings),Far-and-away reader favorite; Greek marinade,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
Authentic Mapo Tofu,https://omnivorescookbook.com/authentic-mapo-tofu/,Omnivore's Cookbook,86.0,Entree,Asian,4.93 (90 ratings),Sichuan classic; spicy; over steamed rice; vegetarian adaptable,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Entree
Chinese Beef and Broccoli,https://omnivorescookbook.com/chinese-beef-and-broccoli/,Omnivore's Cookbook,86.0,Entree,Asian,4.95 (50 ratings),One-pan Chinese takeout; easy; popular,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,One-Pan
Egg and Tofu Stir Fry,https://omnivorescookbook.com/egg-and-tofu-stir-fry/,Omnivore's Cookbook,86.0,Entree,Asian,4.0 (2 ratings),15 min; one-pot; hearty; vegetarian,0,0,,1,0,,0,1,Sub soy sauce → tamari for GF,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Stir-Fry
Cantonese Ground Beef Rice and Eggs,https://omnivorescookbook.com/cantonese-ground-beef-rice-eggs/,Omnivore's Cookbook,86.0,Entree,Asian,4.84 (31 ratings),Traditional Cantonese; green peas,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Rice Dish
Sheet Pan Gochujang Glazed Salmon,https://thedefineddish.com/sheet-pan-gochujang-glazed-salmon/,The Defined Dish,86.0,Entree,Asian,5.0 (19 ratings),Sweet-spicy Korean glaze; sheet pan,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Sheet Pan
One-Pan Salmon with Herb Butter Couscous,https://thedefineddish.com/one-pan-salmon-with-herb-butter-couscous/,The Defined Dish,86.0,Entree,Mediterranean,4.85 (13 ratings),"Light, bright; one-pan; couscous side built-in",0,0,,0,0,,0,0,,0,1,Sub butter → olive or coconut oil for DF,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
Panko-Crusted Baked Salmon,https://thedefineddish.com/panko-crusted-baked-salmon/,The Defined Dish,86.0,Entree,American,5.0 (3 ratings),5 min prep only; crispy baked,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Creamy Spring Salmon,https://thedefineddish.com/creamy-spring-salmon/,The Defined Dish,86.0,Entree,Mediterranean,4.97 (27 ratings),Spring vegetables; creamy sauce; elegant,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
One Skillet Chicken with Lemon Garlic Cream Sauce,https://www.littlespicejar.com/one-skillet-chicken-with-lemon-garlic-cream-sauce/,Little Spice Jar,83.0,Entree,American,4.91 (869 ratings),Lemon garlic butter cream sauce; one-skillet,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Easy Tandoori Chicken Sheet Pan Dinner,https://www.littlespicejar.com/easy-tandoori-chicken/,Little Spice Jar,83.0,Entree,Indian,5.0 (7 ratings),"Cumin, garam masala, turmeric; family favorite",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Sheet Pan
The Easiest Greek Grilled Chicken,https://www.littlespicejar.com/greek-grilled-chicken/,Little Spice Jar,83.0,Entree,Mediterranean,4.94 (44 ratings),9 simple ingredients; weeknight-easy,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Grilled
Spicy Chicken Tzatziki Bowls,https://www.littlespicejar.com/spicy-chicken-tzatziki-bowls/,Little Spice Jar,83.0,Entree,Mediterranean,5.0 (3 ratings),Homemade tzatziki; feta; kalamata olives,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Bowl
30 Minute Mozzarella Chicken in Tomato Sauce,https://www.littlespicejar.com/30-minute-mozzarella-chicken/,Little Spice Jar,83.0,Entree,Italian,4.95 (104 ratings),Pan-seared; homemade marinara; melty mozzarella,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Creamy Chicken Paprika Pasta,https://www.littlespicejar.com/creamy-paprika-chicken-pasta/,Little Spice Jar,83.0,Entree,American,5.0 (23 ratings),Rich paprika cream sauce; easy weeknight,,,,,,,,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. Use a dairy-free sour cream. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Pasta
Fiesta Creamy Corn Chicken,https://www.littlespicejar.com/fiesta-creamy-corn-chicken/,Little Spice Jar,83.0,Entree,Latin/South American,4.85 (13 ratings),Tex-Mex inspired; creamy corn; crowd pleaser,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
Creamy Garlic Butter Tuscan Salmon,https://cafedelites.com/creamy-garlic-butter-tuscan-salmon/,Cafe Delites,83.0,Entree,Italian,4.68 (136 ratings),Flaky salmon in luscious garlicky sauce; 30 min; rich,0,0,,0,0,,1,0,,0,1,Sub butter → olive or coconut oil for DF; Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Garlic Butter Baked Salmon,https://cafedelites.com/sheet-pan-garlic-butter-baked-salmon/,Cafe Delites,83.0,Entree,American,4.97 (89 ratings),Quick; flavorful; sheet pan,0,0,,0,0,,1,0,,0,1,Sub butter → olive or coconut oil for DF,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Pan Seared Salmon with Lemon Garlic Butter Sauce,https://cafedelites.com/crispy-seared-lemon-garlic-herb-salmon/,Cafe Delites,83.0,Entree,Mediterranean,4.96 (48 ratings),Crispy outside; soft flakey inside; silky butter sauce,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Seared/Fried
Parmesan Crusted Salmon,https://cafedelites.com/crispy-garlic-parmesan-salmon/,Cafe Delites,83.0,Entree,Italian,4.78 (59 ratings),5-ingredient crispy crumb; under 15 min,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Creamy Spinach Stuffed Salmon,https://cafedelites.com/creamy-spinach-stuffed-salmon/,Cafe Delites,83.0,Entree,American,5.0 (32 ratings),Garlic butter; show-stopping presentation,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Baked Salmon with Lemon Butter Cream Sauce,https://cafedelites.com/baked-salmon-with-lemon-butter-cream-sauce/,Cafe Delites,83.0,Entree,Mediterranean,4.95 (105 ratings),Elegant; lemon cream; weeknight to dinner party,0,0,,0,0,,1,0,,0,1,Sub butter → olive or coconut oil for DF; Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Beef Taco Pasta,https://www.budgetbytes.com/beef-taco-pasta/,Budget Bytes,82.0,Entree,Latin/South American,4.77 (77 ratings),Ground beef; cheesy tomato sauce; budget-friendly,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Pasta
Creamy Cajun Chicken Pasta,https://www.budgetbytes.com/one-pot-creamy-cajun-chicken-pasta/,Budget Bytes,82.0,Entree,American,4.66 (473 ratings),One-pot; weeknight staple; popular,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Beef Stroganoff,https://www.budgetbytes.com/beef-stroganoff/,Budget Bytes,82.0,Entree,American,4.63 (245 ratings),One-pot; homemade version; comforting,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,One-Pan
Creamy Pesto Chicken Pasta,https://www.budgetbytes.com/one-pot-creamy-pesto-chicken-pasta/,Budget Bytes,82.0,Entree,Italian,4.86 (248 ratings),One-pot; lush; under 30 min,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Buffalo Chicken Pasta,https://www.budgetbytes.com/buffalo-chicken-pasta/,Budget Bytes,82.0,Entree,American,4.84 (31 ratings),Spicy buffalo dip + cheesy pasta in one skillet,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
General Tso's Tofu Stir-Fry,https://minimalistbaker.com/general-tsos-tofu/,Minimalist Baker,84.0,Entree,Asian,4.75 (304 ratings),30 min; spicy-sweet; healthier takeout; vegan,1,0,,1,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Stir-Fry
1-Pot Vegan Lentil Soup,https://minimalistbaker.com/1-pot-everyday-lentil-soup/,Minimalist Baker,84.0,Entree,Mediterranean,4.84 (272 ratings),"1-pot; potatoes, carrots, kale; vegan; plant-based main",1,0,,1,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
1-Pot Golden Curry Lentil Soup,https://minimalistbaker.com/1-pot-golden-curry-lentil-soup/,Minimalist Baker,84.0,Entree,Indian,4.95 (226 ratings),30 min; fiber + protein rich; vegan,1,0,,1,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
Crispy Baked Peanut Tofu,https://minimalistbaker.com/crispy-peanut-tofu-cauliflower-rice-stir-fry/,Minimalist Baker,84.0,Entree,Asian,4.84 (350 ratings),Cauliflower rice stir-fry; vegan; peanut sauce,1,0,,1,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Roasted/Baked
1-Pot Lentil Green Curry,https://minimalistbaker.com/1-pot-lentil-dal/,Minimalist Baker,84.0,Entree,Indian,4.59 (100 ratings),1-pot dal; vegan; Indian-inspired comfort,1,0,,1,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
Tuscan Salmon,https://natashaskitchen.com/tuscan-salmon-recipe/,Natasha's Kitchen,80.0,Entree,Italian,4.99 (100 ratings),"Versatile; serve over pasta, rice, or mashed potatoes",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Baked Salmon with Garlic and Dijon,https://natashaskitchen.com/baked-salmon-with-garlic-and-dijon/,Natasha's Kitchen,80.0,Entree,American,4.99 (1168 ratings),Most popular recipe on site; garlic Dijon lemon glaze,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Roasted/Baked
Teriyaki Salmon,https://natashaskitchen.com/teriyaki-salmon-recipe/,Natasha's Kitchen,80.0,Entree,Asian,4.98 (537 ratings),No lengthy marinating; simple; glazed; juicy,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Salmon Cakes,https://natashaskitchen.com/salmon-cakes-recipe/,Natasha's Kitchen,80.0,Entree,American,4.98 (774 ratings),Easy and delicious; serve with green salad or rice,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Marry Me Salmon,https://therecipecritic.com/marry-me-salmon/,The Recipe Critic,80.0,Entree,American,4.5 (6 ratings),Creamy sun-dried tomato garlic sauce; serve over pasta,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Creamy Tuscan Garlic Salmon,https://therecipecritic.com/creamy-tuscan-garlic-salmon/,The Recipe Critic,80.0,Entree,Italian,5.0 (24 ratings),"30-min restaurant-quality; sun-dried tomatoes, spinach",0,0,,0,0,,1,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Pesto Salmon,https://therecipecritic.com/pesto-salmon/,The Recipe Critic,80.0,Entree,Italian,NR,6 ingredients; 30 min; light and flavorful,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Miso Glazed Salmon,https://therecipecritic.com/miso-glazed-salmon/,The Recipe Critic,80.0,Entree,Asian,4.7 (23 ratings),Caramelized miso glaze; sweet-savory; flakey,0,0,,0,0,,0,1,Sub soy sauce → tamari for GF,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Crockpot Parmesan Garlic Chicken Pasta,https://therecipecritic.com/crockpot-parmesan-garlic-chicken-pasta/,The Recipe Critic,80.0,Entree,Italian,4.6 (32 ratings),Slow cooker; cheesy garlicky; family hit,,,,,,,,,,,,,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Pasta
Tuscan Chicken Pasta,https://thecozycook.com/tuscan-chicken-pasta/,The Cozy Cook,80.0,Entree,Italian,4.96 (75 ratings),"One-pot; creamy; sun-dried tomatoes, spinach",,,,,,,,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. Use a plant-based milk. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic with garlic-infused oil.,,,,,,,Chicken,Pasta
Creamy Chicken Pasta,https://thecozycook.com/creamy-chicken-pasta/,The Cozy Cook,80.0,Entree,Italian,4.97 (85 ratings),"Flavorful cream sauce; spinach, mushrooms, tomato options",,,,,,,,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. Use a plant-based milk. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Pasta
Mushroom Chicken Pasta,https://thecozycook.com/mushroom-chicken-pasta/,The Cozy Cook,80.0,Entree,Italian,5.0 (12 ratings),"Juicy chicken, savory mushrooms, spinach, cream sauce",,,,,,,,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Chicken,Pasta
Steak Pasta,https://thecozycook.com/steak-pasta/,The Cozy Cook,80.0,Entree,Italian,5.0 (4 ratings),"Fettuccine alfredo; spinach, mushrooms, steak",,,,,,,,,,,1,Replace butter with olive oil. Use full-fat coconut cream instead of heavy cream. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Beef,Pasta
Ground Beef Pasta,https://thecozycook.com/ground-beef-pasta/,The Cozy Cook,80.0,Entree,Italian,4.99 (148 ratings),30 min; creamy cheesy Italian sauce,,,,,,,,,,,1,Use full-fat coconut cream instead of heavy cream. Use a plant-based milk. omit or replace cheese with a dairy-free alternative.,,,,,1,Replace garlic and onion with garlic-infused oil.,,,,,,,Beef,Pasta
Harissa Glazed Salmon,https://feelgoodfoodie.net/recipe/harissa-glazed-salmon/,Feel Good Foodie,80.0,Entree,Middle Eastern,5.0 (18 ratings),5 ingredients; pan-seared 10 min; sweet heat,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Entree
Baked Feta Salmon,https://feelgoodfoodie.net/recipe/baked-feta-salmon/,Feel Good Foodie,80.0,Entree,Mediterranean,5.0 (349 ratings),"20 min; tomatoes, olives, feta, herbs; one-pan; 40g protein",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,One-Pan
Sheet Pan Lemon Garlic Parmesan Salmon,https://feelgoodfoodie.net/recipe/sheet-pan-lemon-garlic-parmesan-salmon/,Feel Good Foodie,80.0,Entree,Mediterranean,4.98 (186 ratings),Sheet pan with green beans and potatoes; full meal,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Sheet Pan
Grilled Salmon with Simple Marinade,https://feelgoodfoodie.net/recipe/grilled-salmon/,Feel Good Foodie,80.0,Entree,American,5.0 (5 ratings),Lemon-Dijon-honey-soy marinade; 7 min grill; skin-on,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Grilled
Panko Crusted Salmon with Asparagus,https://feelgoodfoodie.net/recipe/panko-crusted-salmon-with-asparagus/,Feel Good Foodie,80.0,Entree,American,5.0 (58 ratings),15 min bake; built-in side; crispy,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Salmon,Soup/Stew
Chicken Marbella,https://www.panningtheglobe.com/chicken-marbella/,Panning the Globe,81.0,Entree,Mediterranean,5.0 (18 reviews),"Silver Palate classic; capers, prunes, olives; dinner party",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Entree
One Pot Coconut Lime Chicken and Rice,https://www.panningtheglobe.com/one-pot-coconut-lime-chicken-and-rice/,Panning the Globe,81.0,Entree,Asian,5.0 (3 reviews),Turmeric-spiced coconut milk rice; chicken thighs; one pot,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Beef Bourguignon,https://www.panningtheglobe.com/beef-bourguignon-recipe/,Panning the Globe,81.0,Entree,French,5.0 (1 review),Julia Child-inspired; tender stew; dinner party classic,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Beef,Entree
Jollof Rice with Chicken,https://www.panningtheglobe.com/jollof-rice-with-chicken/,Panning the Globe,81.0,Entree,Other,4.6 (5 reviews),Ghanaian one-pot; tomato-based curry,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Ottolenghi's Roast Chicken with Za'atar and Sumac,https://www.panningtheglobe.com/ottolenghis-roast-chicken-zaatar-sumac/,Panning the Globe,81.0,Entree,Middle Eastern,4.8 (38 reviews),"Za'atar, sumac; onions, lemons; global flavors",0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
Dal Makhani,https://www.cookwithmanali.com/dal-makhani/,Cook With Manali,81.0,Entree,Indian,5.0 (173 ratings),"Creamy black lentil dal; butter, cream; vegetarian",0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Legumes,Soup/Stew
Palak Paneer,https://www.cookwithmanali.com/palak-paneer/,Cook With Manali,81.0,Entree,Indian,4.94 (222 ratings),Spinach-based curry; paneer; popular Indian vegetarian,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Paneer,Entree
Pav Bhaji,https://www.cookwithmanali.com/pav-bhaji/,Cook With Manali,81.0,Entree,Indian,4.89 (53 ratings),Spiced mashed vegetable curry; street food classic,,1,Use a flax or chia egg instead. Use plant-based dairy alternatives.,1,,,1,,,,1,Replace butter with olive oil.,,,,,,,,,,,,,Vegetable,Entree
Paneer Tikka Masala,https://www.cookwithmanali.com/paneer-tikka-masala/,Cook With Manali,81.0,Entree,Indian,4.86 (61 ratings),Smoky marinated paneer in rich tomato masala; vegetarian,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Paneer,Entree
Bhindi Masala,https://www.cookwithmanali.com/bhindi-masala-okra-stir-fry/,Cook With Manali,81.0,Side Dish,Indian,4.97 (97 ratings),"Okra stir-fry with onions, tomatoes, spices; vegan; with roti",1,0,,1,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Vegetable,Entree
South Indian Coconut Rice,https://www.cookwithmanali.com/south-indian-coconut-rice/,Cook With Manali,81.0,Side Dish,Indian,NR,20-minute; fragrant coconut; vegan; South Indian classic,1,0,,1,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Vegetable,Rice Dish
Weeknight Creamy Tuscan Chicken Pasta,https://www.orchidsandsweettea.com/weeknight-creamy-tuscan-chicken-pasta/,Orchids + Sweet Tea,84.0,Entree,Italian,4.3 (48 ratings),Garlicky cream sauce; tender chicken; cozy; dairy-free option,0,0,,0,0,,0,0,,0,1,Sub cream → full-fat coconut cream for DF,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Authentic Jerk Chicken Rasta Pasta,https://www.orchidsandsweettea.com/authentic-jerk-chicken-rasta-pasta/,Orchids + Sweet Tea,84.0,Entree,Latin/South American,5.0 (1 rating),"Bold, spicy jerk flavors; creamy; gluten-free option",0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Pasta
Creamy Jamaican Rasta Pasta,https://www.orchidsandsweettea.com/creamy-jamaican-rasta-pasta/,Orchids + Sweet Tea,84.0,Entree,Latin/South American,5.0 (16 ratings),One-pot; jerk spiced; cheesy; bell peppers; vegan adaptable,1,0,,1,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Pasta,Pasta
Spicy One-Pot Jerk Chicken and Dumplings,https://www.orchidsandsweettea.com/jerk-chicken-dumplings/,Orchids + Sweet Tea,84.0,Entree,Latin/South American,5.0 (7 ratings),Jamaican-inspired; hearty one-pot,0,0,,0,0,,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,One-Pan
Authentic Baked Jamaican Jerk Chicken,https://www.orchidsandsweettea.com/authentic-baked-jamaican-jerk-chicken/,Orchids + Sweet Tea,84.0,Entree,Latin/South American,5.0 (1 rating),Authentic jerk spice; baked whole chicken,0,0,,0,0,,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,,Chicken,Roasted/Baked
